Date,A1,A2,A3,R1,R2,R3,M1,M2,M3,P1,P2,P3,D1,CPI
2016-07,2.3449999999999998,2.263,2.51175,2.239,2.15725,2.411,2.48775,2.39525,2.66625,2.70825,2.6515,2.8145000000000002,2.4045,238.38
2016-08,2.2838000000000003,2.2258,2.4015999999999997,2.1776,2.1194,2.2996000000000003,2.4268,2.3604,2.5548,2.6486,2.6155999999999997,2.7096,2.3506,238.133
2016-09,2.3265000000000002,2.26975,2.44225,2.2185,2.161,2.339,2.47175,2.40575,2.5985,2.698,2.66775,2.7545,2.39425,237.88
2016-10,2.3592,2.2974,2.4850000000000003,2.2494,2.1864,2.382,2.5092,2.4412,2.6408,2.7342,2.7,2.7972,2.4544,237.714
2016-11,2.295,2.21875,2.451,2.1814999999999998,2.10475,2.34275,2.44975,2.3672500000000003,2.6085,2.685,2.6332500000000003,2.78125,2.4385,237.438
2016-12,2.3655,2.304,2.491,2.25425,2.192,2.38475,2.512,2.447,2.63725,2.7505,2.7135,2.8195,2.51,237.147
2017-01,2.4584,2.3956,2.5867999999999998,2.3489999999999998,2.2854,2.4821999999999997,2.5992,2.5308,2.7312,2.8392000000000004,2.7994,2.913,2.5797999999999996,237.072
2017-02,2.416,2.33875,2.57375,2.3040000000000003,2.2265,2.46725,2.56525,2.48,2.73,2.80025,2.7475,2.8987499999999997,2.568,237.824
2017-03,2.43675,2.35475,2.6045,2.325,2.243,2.498,2.59,2.497,2.769,2.81925,2.7625,2.925,2.5535,238.387
2017-04,2.5275,2.452,2.682,2.41725,2.34,2.57875,2.67625,2.59475,2.83325,2.907,2.85925,2.99575,2.5825,238.568
2017-05,2.5026,2.4154,2.6814,2.3914,2.3032,2.5766,2.654,2.5585999999999998,2.8386000000000005,2.8853999999999997,2.8238,2.9996,2.5604,238.893
2017-06,2.46025,2.37025,2.6430000000000002,2.3465,2.2565,2.5355,2.617,2.5185,2.80725,2.84875,2.7835,2.9684999999999997,2.5105,238.494
2017-07,2.4143999999999997,2.3262,2.5936,2.2998,2.2108,2.4864,2.5722,2.478,2.7542,2.805,2.7442,2.9178,2.4964,238.904
2017-08,2.4939999999999998,2.412,2.6615,2.38025,2.2965,2.5564999999999998,2.649,2.5612500000000002,2.8200000000000003,2.8835,2.832,2.97975,2.5949999999999998,238.804
2017-09,2.76125,2.68925,2.907,2.64525,2.57025,2.802,2.916,2.84275,3.057,3.161,3.123,3.23125,2.78475,238.852
2017-10,2.621,2.5484,2.7689999999999997,2.505,2.4295999999999998,2.6630000000000003,2.779,2.7024,2.928,3.0188,2.9796,3.0924,2.7942,239.02
2017-11,2.6775,2.59025,2.8555,2.5635,2.474,2.75075,2.8367500000000003,2.7425,3.019,3.06725,3.01125,3.171,2.90875,238.94
2017-12,2.59375,2.5067500000000003,2.77025,2.47675,2.38825,2.6625,2.75525,2.66225,2.935,2.992,2.93675,3.09575,2.909,239.371
2018-01,2.6712,2.5852,2.846,2.5545999999999998,2.4672,2.7378,2.8316000000000003,2.7388,3.011,3.07,3.0143999999999997,3.1722,3.0183999999999997,239.641
2018-02,2.70475,2.607,2.904,2.58725,2.488,2.7945,2.86875,2.7607500000000003,3.0765000000000002,3.10625,3.04025,3.229,3.04575,239.16
2018-03,2.709,2.60675,2.91725,2.59125,2.488,2.808,2.87425,2.76025,3.0949999999999998,3.10925,3.039,3.24,2.9875,239.23
2018-04,2.8731999999999998,2.7702,3.0827999999999998,2.757,2.652,2.978,3.0346,2.9234,3.2506,3.268,3.1994,3.3952,3.0957999999999997,239.798
2018-05,2.98675,2.88175,3.1915,2.9007500000000004,2.8075,3.096,3.221,3.09125,3.4195,3.45975,3.36325,3.58375,3.24375,239.148
2018-06,2.9695,2.86325,3.17425,2.89075,2.8015,3.078,3.2407500000000002,3.104,3.43425,3.48025,3.37175,3.60525,3.2527500000000003,239.239
2018-07,2.9278,2.8329999999999997,3.1126,2.8486000000000002,2.7704,3.0152,3.1963999999999997,3.0752,3.3714,3.4406,3.3476,3.5494,3.2328,239.693
2018-08,2.91425,2.83025,3.08,2.83575,2.76775,2.9825,3.1805,3.073,3.33575,3.4205,3.34375,3.511,3.21825,239.941
2018-09,2.9147499999999997,2.8315,3.079,2.8355,2.7685,2.97925,3.187,3.0789999999999997,3.342,3.4282500000000002,3.34925,3.52075,3.26225,239.935
2018-10,2.9425999999999997,2.8494,3.123,2.8600000000000003,2.7852,3.017,3.2304000000000004,3.1018,3.4112,3.472,3.3722000000000003,3.5868,3.3653999999999997,239.404
2018-11,2.73575,2.63025,2.94,2.64725,2.561,2.829,3.05475,2.9147499999999997,3.2525,3.294,3.185,3.42,3.2995,239.99
2018-12,2.4572,2.3338,2.6932,2.3655999999999997,2.2630000000000003,2.5812,2.793,2.638,3.0102,3.0298000000000003,2.9002000000000003,3.178,3.1228000000000002,240.786
2019-01,2.3375,2.214,2.575,2.24775,2.145,2.46425,2.65825,2.498,2.8834999999999997,2.9035,2.7675,3.0595,2.97975,241.32
2019-02,2.39325,2.286,2.6029999999999998,2.30925,2.2225,2.49475,2.682,2.531,2.89825,2.9362500000000002,2.81425,3.07675,2.9965,242.077
2019-03,2.5942499999999997,2.50275,2.77425,2.516,2.443,2.673,2.8535,2.72025,3.0452500000000002,3.1065,3.0060000000000002,3.22325,3.07625,242.603
2019-04,2.8812,2.7548000000000004,3.1308,2.7984,2.694,3.0234,3.1652,2.9804,3.4338,3.4172,3.2640000000000002,3.5966,3.121,241.484
2019-05,2.94625,2.79625,3.24275,2.85925,2.73125,3.13575,3.2502500000000003,3.051,3.5415,3.50525,3.32775,3.7125,3.16125,241.969
2019-06,2.8035,2.66825,3.0709999999999997,2.71575,2.60125,2.96325,3.1145,2.937,3.37475,3.364,3.2135,3.541,3.0885,241.371
2019-07,2.8232,2.7046,3.0572,2.7399999999999998,2.6404,2.9536000000000002,3.1098,2.9508,3.3424,3.3616,3.2323999999999997,3.5130000000000003,3.0452,241.134
2019-08,2.70675,2.5869999999999997,2.943,2.621,2.521,2.83625,3.00475,2.84375,3.2395,3.2605,3.1315,3.41175,3.005,241.014
2019-09,2.6814,2.5555999999999996,2.928,2.5922,2.4888,2.8137999999999996,2.998,2.8194,3.2564,3.2513999999999994,3.1042,3.4228,3.0162,241.435
2019-10,2.724,2.5665,3.03425,2.627,2.49725,2.90725,3.07925,2.846,3.418,3.33475,3.12975,3.57425,3.053,241.892
2019-11,2.69325,2.55025,2.9762500000000003,2.59775,2.48,2.85325,3.0455,2.843,3.342,3.29725,3.12125,3.50225,3.0687499999999996,242.474
2019-12,2.645,2.5382,2.8594,2.555,2.4692,2.7438,2.9692,2.8234000000000004,3.1864,3.2165999999999997,3.0962,3.3594,3.0549999999999997,242.527
2020-01,2.6355,2.527,2.85,2.5477499999999997,2.459,2.74,2.947,2.80075,3.1595,3.19225,3.0765000000000002,3.3272500000000003,3.0475,243.179
2020-02,2.5324999999999998,2.4175,2.76025,2.442,2.348,2.645,2.85575,2.6955,3.09075,3.10825,2.98225,3.2565,2.9095,244.115
2020-03,2.3289999999999997,2.1992000000000003,2.5846,2.2342,2.1256,2.468,2.6756,2.5034,2.927,2.9242,2.7893999999999997,3.08,2.7286,245.207
2020-04,1.93825,1.79725,2.21375,1.8405,1.721,2.096,2.30225,2.1254999999999997,2.558,2.5484999999999998,2.403,2.7165,2.493,251.29
2020-05,1.9605000000000001,1.8385,2.199,1.8695,1.7690000000000001,2.08425,2.28175,2.11475,2.52225,2.54225,2.4074999999999998,2.69725,2.39225,253.635
2020-06,2.1696,2.0654,2.3754,2.0822,1.9978000000000002,2.2632,2.4786,2.3356000000000003,2.686,2.7308,2.6166,2.8625999999999996,2.408,254.85
2020-07,2.2720000000000002,2.168,2.476,2.18325,2.09925,2.3645,2.5815,2.44275,2.783,2.83425,2.7265,2.95925,2.43375,252.215
2020-08,2.2721999999999998,2.1634,2.4868,2.1824,2.093,2.3744,2.5932000000000004,2.4482,2.8045999999999998,2.8416,2.7282,2.9752,2.4292000000000002,252.148
2020-09,2.2735,2.16525,2.489,2.18275,2.09475,2.37475,2.59725,2.4505,2.8145,2.8475,2.7327500000000002,2.9845,2.4137500000000003,251.303
2020-10,2.24825,2.14325,2.4595000000000002,2.158,2.073,2.34425,2.5715000000000003,2.42475,2.78975,2.82175,2.70675,2.9604999999999997,2.38875,251.478
2020-11,2.1998,2.0856000000000003,2.4284,2.1082,2.0148,2.3120000000000003,2.5294,2.3722000000000003,2.7643999999999997,2.7822,2.6546,2.9356,2.432,251.241
2020-12,2.2835,2.1735,2.5,2.19525,2.10525,2.38725,2.596,2.44175,2.82475,2.85025,2.7265,2.99675,2.58475,252.009
2021-01,2.4202500000000002,2.30975,2.6375,2.33425,2.2437500000000004,2.52675,2.719,2.5625,2.95075,2.97525,2.84875,3.125,2.6805000000000003,252.27
